Year,Population,Code
2069,5952.201999999999,SGP
2070,5929.935,SGP
2071,5907.684000000002,SGP
2072,5885.535500000002,SGP
2073,5863.3865000000005,SGP
2074,5841.307499999998,SGP
2075,5819.5175,SGP
2076,5798.090999999999,SGP
2077,5777.0105,SGP
2078,5756.183999999999,SGP
2079,5735.623500000002,SGP
2080,5715.497500000002,SGP
2081,5695.769499999999,SGP
2082,5676.525,SGP
2083,5657.915,SGP
2084,5639.879500000002,SGP
2085,5622.316499999998,SGP
2086,5605.2115,SGP
2087,5588.666,SGP
2088,5572.726,SGP
2089,5557.491000000001,SGP
2090,5542.95,SGP
2091,5529.074000000001,SGP
2092,5515.9515,SGP
2093,5503.6405,SGP
2094,5492.3575,SGP
2095,5482.102,SGP
2096,5472.797499999999,SGP
2097,5464.5515000000005,SGP
2098,5457.4225000000015,SGP
2099,5451.4085000000005,SGP
2100,5446.4295,SGP
1950,3465.617500000001,SVK
1951,3524.9434999999994,SVK
1952,3591.1825,SVK
1953,3659.422,SVK
1954,3727.388,SVK
1955,3796.6255,SVK
1956,3867.6515,SVK
1957,3936.314999999999,SVK
1958,4002.213499999997,SVK
1959,4064.383,SVK
1960,4124.238500000001,SVK
1961,4185.077000000001,SVK
1962,4235.336499999999,SVK
1963,4277.652,SVK
1964,4322.111,SVK
1965,4363.511499999999,SVK
1966,4400.3525,SVK
1967,4433.960500000001,SVK
1968,4463.936,SVK
1969,4492.218999999998,SVK
1970,4522.866999999998,SVK
1971,4557.5025000000005,SVK
1972,4597.164500000001,SVK
1973,4641.289500000001,SVK
1974,4688.472499999999,SVK
1975,4737.059,SVK
1976,4786.342500000001,SVK
1977,4835.451499999999,SVK
1978,4883.3675,SVK
1979,4930.967499999999,SVK
1980,4973.883000000001,SVK
1981,5011.717500000002,SVK
1982,5048.144999999999,SVK
1983,5082.4365,SVK
1984,5115.041,SVK
1985,5146.570999999999,SVK
1986,5175.411,SVK
1987,5201.173999999999,SVK
1988,5224.907999999999,SVK
1989,5245.118500000002,SVK
1990,5261.304999999999,SVK
1991,5280.2265,SVK
1992,5301.892499999999,SVK
1993,5321.8595000000005,SVK
1994,5338.810999999999,SVK
1995,5349.996500000001,SVK
1996,5358.288999999999,SVK
1997,5365.829000000001,SVK
1998,5371.0805,SVK
1999,5374.620500000002,SVK
2000,5376.689499999999,SVK
2001,5376.455499999999,SVK
2002,5375.205999999999,SVK
2003,5374.375500000001,SVK
2004,5374.9305,SVK
2005,5376.241499999999,SVK
2006,5377.2355,SVK
2007,5378.3820000000005,SVK
2008,5381.635499999999,SVK
2009,5388.926499999999,SVK
2010,5396.424000000003,SVK
2011,5402.679500000001,SVK
2012,5409.283500000001,SVK
2013,5414.738999999999,SVK
2014,5419.569000000002,SVK
2015,5424.444500000001,SVK
2016,5431.2035000000005,SVK
2017,5439.416499999999,SVK
2018,5446.745500000002,SVK
2019,5453.924000000001,SVK
2020,5456.6805,SVK
2021,5447.621999999999,SVK
2022,5643.453000000001,SVK
2023,5795.199000000002,SVK
2024,5702.832000000001,SVK
2025,5635.0340000000015,SVK
2026,5595.7975,SVK
2027,5578.672500000002,SVK
2028,5570.1230000000005,SVK
2029,5563.418500000001,SVK
2030,5555.1145,SVK
2031,5545.269000000002,SVK
2032,5533.9485,SVK
2033,5521.188500000001,SVK
2034,5507.059499999998,SVK
2035,5491.5975,SVK
2036,5475.035000000001,SVK
2037,5457.5755,SVK
2038,5439.2475,SVK
2039,5420.1595,SVK
2040,5400.487999999999,SVK
2041,5380.278999999999,SVK
2042,5359.6305,SVK
2043,5338.768499999997,SVK
2044,5317.612499999999,SVK
2045,5296.1705,SVK
2046,5274.528,SVK
2047,5252.775500000001,SVK
2048,5230.973999999999,SVK
2049,5209.0785,SVK
2050,5186.967500000001,SVK
2051,5164.582500000001,SVK
2052,5141.926,SVK
2053,5118.878,SVK
2054,5095.3225,SVK
2055,5071.137500000002,SVK
2056,5046.276499999999,SVK
2057,5020.742000000001,SVK
2058,4994.511,SVK
2059,4967.454000000001,SVK
2060,4939.534499999999,SVK
2061,4910.757499999999,SVK
2062,4881.123,SVK
2063,4850.678,SVK
2064,4819.485500000001,SVK
2065,4787.5735,SVK
2066,4755.049999999999,SVK
2067,4722.022000000001,SVK
2068,4688.5615,SVK
2069,4654.861,SVK
2070,4620.968500000001,SVK
2071,4586.965,SVK
2072,4553.169000000001,SVK
2073,4519.7135,SVK
2074,4486.590999999999,SVK
2075,4453.916000000001,SVK
2076,4421.797999999999,SVK
2077,4390.2840000000015,SVK
2078,4359.354,SVK
2079,4329.176000000001,SVK
2080,4299.864999999999,SVK
2081,4271.237500000001,SVK
2082,4243.381000000001,SVK
2083,4216.407500000001,SVK
2084,4190.2245,SVK
2085,4164.8635,SVK
2086,4140.3025,SVK
2087,4116.5525,SVK
2088,4093.515,SVK
2089,4071.0415,SVK
2090,4049.2165,SVK
2091,4027.9965000000007,SVK
2092,4007.2735000000007,SVK
2093,3987.0995,SVK
2094,3967.4094999999984,SVK
2095,3948.056000000001,SVK
2096,3928.9409999999993,SVK
2097,3910.0335,SVK
2098,3891.328,SVK
2099,3872.798,SVK
2100,3854.318999999999,SVK
1950,25109.199999999983,VNM
1951,25627.533,VNM
1952,26189.593000000004,VNM
1953,26820.851,VNM
1954,27507.453000000005,VNM
1955,28263.030999999995,VNM
1956,29035.6815,VNM
1957,29884.089499999995,VNM
1958,30804.08100000001,VNM
1959,31750.43,VNM
1960,32718.461000000003,VNM
1961,33621.98249999999,VNM
1962,34533.88849999999,VNM
1963,35526.727000000006,VNM
1964,36509.16600000001,VNM
1965,37466.07699999999,VNM
1966,38388.210000000014,VNM
1967,39282.56399999999,VNM
1968,40145.28650000002,VNM
1969,41015.865,VNM
1970,41928.84849999999,VNM
1971,42916.62399999999,VNM
1972,43906.019,VNM
1973,44891.2815,VNM
1974,45898.6975,VNM
1975,46969.616000000016,VNM
1976,48163.573500000006,VNM
1977,49418.14999999999,VNM
1978,50701.45800000002,VNM
1979,51831.38849999998,VNM
1980,52968.2695,VNM
1981,54280.394000000015,VNM
1982,55632.15300000001,VNM
1983,57011.444500000005,VNM
1984,58406.86350000002,VNM
1985,59811.31349999999,VNM
1986,61221.10750000001,VNM
1987,62630.7875,VNM
1988,64037.51400000001,VNM
1989,65466.36050000001,VNM
1990,66912.61299999998,VNM
1991,68358.81999999999,VNM
1992,69788.74750000001,VNM
1993,71176.4055,VNM
1994,72501.087,VNM
1995,73759.11050000001,VNM
1996,74946.44850000001,VNM
1997,76058.60300000003,VNM
1998,77128.42349999999,VNM
1999,78123.71349999995,VNM
2000,79001.14199999996,VNM
2001,79817.7765,VNM
2002,80642.308,VNM
2003,81475.8245,VNM
2004,82311.2265,VNM
2005,83142.09449999999,VNM
2006,83951.80050000001,VNM
2007,84762.2685,VNM
2008,85597.24100000001,VNM
2009,86482.9225,VNM
2010,87411.01200000002,VNM
2011,88349.11650000002,VNM
2012,89301.32550000002,VNM
2013,90267.7385,VNM
2014,91235.5035,VNM
2015,92191.3975,VNM
2016,93126.52849999996,VNM
2017,94033.04799999998,VNM
2018,94914.3305,VNM
2019,95776.7165,VNM
2020,96648.6845,VNM
2021,97468.0285,VNM
2022,98186.856,VNM
2023,98858.95,VNM
2024,99497.68,VNM
2025,100103.97900000002,VNM
2026,100679.89199999998,VNM
2027,101228.06949999998,VNM
2028,101747.12100000004,VNM
2029,102237.04650000004,VNM
2030,102699.9045,VNM
2031,103133.1075,VNM
2032,103538.30949999996,VNM
2033,103917.80550000002,VNM
2034,104271.01600000002,VNM
2035,104598.2525,VNM
2036,104900.7065,VNM
2037,105180.604,VNM
2038,105437.667,VNM
2039,105672.878,VNM
2040,105887.76799999998,VNM
2041,106080.55750000002,VNM
2042,106252.40999999996,VNM
2043,106406.49649999998,VNM
2044,106544.934,VNM
2045,106667.7215,VNM
2046,106773.1615,VNM
2047,106860.64499999996,VNM
2048,106930.75399999996,VNM
2049,106982.197,VNM
2050,107012.93900000004,VNM
2051,107021.716,VNM
2052,107009.829,VNM
2053,106977.7035,VNM
2054,106921.8885,VNM
2055,106841.489,VNM
2056,106739.972,VNM
2057,106617.588,VNM
2058,106471.71650000002,VNM
2059,106303.11150000004,VNM
2060,106111.408,VNM
2061,105898.65150000002,VNM
2062,105666.2785,VNM
2063,105413.855,VNM
2064,105143.77949999998,VNM
2065,104857.757,VNM
2066,104556.8385,VNM
2067,104243.86699999998,VNM
2068,103917.7635,VNM
2069,103582.2625,VNM
2070,103236.788,VNM
2071,102879.073,VNM
2072,102515.3955,VNM
2073,102145.97999999998,VNM
2074,101770.1175,VNM
2075,101388.5415,VNM
2076,101003.56150000004,VNM
2077,100615.72000000004,VNM
2078,100224.46300000005,VNM
2079,99830.25949999996,VNM
2080,99431.61200000004,VNM
2081,99029.30449999995,VNM
2082,98623.396,VNM
2083,98215.501,VNM
2084,97808.9155,VNM
2085,97399.62899999996,VNM
2086,96985.71,VNM
2087,96570.293,VNM
2088,96153.02100000002,VNM
2089,95733.8985,VNM
2090,95313.2935,VNM
2091,94890.95099999996,VNM
2092,94467.9345,VNM
2093,94044.895,VNM
2094,93621.31900000002,VNM
2095,93196.83199999998,VNM
2096,92769.682,VNM
2097,92339.695,VNM
2098,91907.9875,VNM
2099,91473.4555,VNM
2100,91036.73199999996,VNM
1950,1445.033,SVN
1951,1458.6364999999998,SVN
1952,1472.8940000000007,SVN
1953,1488.6045,SVN
1954,1505.2445,SVN
1955,1521.7715,SVN
1956,1538.081,SVN
1957,1554.1475,SVN
1958,1569.7305,SVN
1959,1584.9080000000004,SVN
1960,1599.5709999999997,SVN
1961,1613.6240000000007,SVN
1962,1627.3844999999994,SVN
1963,1641.1615,SVN
1964,1655.1065000000006,SVN
1965,1669.453,SVN
1966,1684.5045000000005,SVN
1967,1699.8200000000002,SVN
1968,1714.4580000000003,SVN
1969,1728.167,SVN
1970,1741.2865,SVN
1971,1754.8810000000003,SVN
1972,1769.7095000000004,SVN
1973,1785.2214999999994,SVN
1974,1800.9734999999998,SVN
1975,1817.0445,SVN
1976,1833.5425,SVN
1977,1850.369,SVN
1978,1867.3785,SVN
1979,1884.5955,SVN
1980,1901.5695,SVN
1981,1916.3195,SVN
1982,1927.956,SVN
1983,1937.2335000000005,SVN
1984,1945.141,SVN
1985,1952.518,SVN
1986,1959.55,SVN
1987,1966.495,SVN
1988,1973.4935000000005,SVN
1989,1980.1799999999996,SVN
1990,1986.0239999999997,SVN
1991,1989.7975,SVN
1992,1991.34,SVN
1993,1991.6845000000003,SVN
1994,1991.449,SVN
1995,1991.1060000000004,SVN
1996,1990.6665000000005,SVN
1997,1989.828,SVN
1998,1988.279,SVN
1999,1986.2610000000004,SVN
2000,1984.3390000000009,SVN
2001,1982.4869999999996,SVN
2002,1983.7670000000005,SVN
2003,1989.4115,SVN
2004,1996.7215,SVN
2005,2004.7785,SVN
2006,2013.5694999999996,SVN
2007,2023.229,SVN
2008,2034.0329999999992,SVN
2009,2045.578,SVN
2010,2057.287499999999,SVN
2011,2065.4529999999995,SVN
2012,2069.3540000000003,SVN
2013,2072.374499999999,SVN
2014,2074.917,SVN
2015,2080.862,SVN
2016,2090.020000000001,SVN
2017,2098.391999999999,SVN
2018,2105.9240000000004,SVN
2019,2112.9015,SVN
2020,2117.641,SVN
2021,2119.4095,SVN
2022,2119.844,SVN
2023,2119.6745,SVN
2024,2118.965,SVN
2025,2117.7615000000005,SVN
2026,2116.129,SVN
2027,2114.108999999999,SVN
2028,2111.7275,SVN
2029,2108.9945,SVN
2030,2105.9455000000003,SVN
2031,2102.6375,SVN
2032,2099.1245000000004,SVN
2033,2095.434,SVN
2034,2091.539,SVN
2035,2087.4695,SVN
2036,2083.249,SVN
2037,2078.8814999999995,SVN
2038,2074.358,SVN
2039,2069.645499999999,SVN
2040,2064.752,SVN
2041,2059.6895,SVN
2042,2054.4195,SVN
2043,2048.9335000000005,SVN
2044,2043.2035,SVN
2045,2037.1615,SVN
2046,2030.8515,SVN
2047,2024.309,SVN
2048,2017.5525000000005,SVN
2049,2010.5530000000008,SVN
2050,2003.2585,SVN
2051,1995.712,SVN
2052,1987.935,SVN
2053,1979.9405,SVN
2054,1971.777,SVN
2055,1963.4395,SVN
2056,1954.9095,SVN
2057,1946.2240000000004,SVN
2058,1937.4245,SVN
2059,1928.528,SVN
2060,1919.563,SVN
2061,1910.561,SVN
2062,1901.541,SVN
2063,1892.5295,SVN
2064,1883.5310000000004,SVN
2065,1874.5650000000007,SVN
2066,1865.6969999999997,SVN
2067,1856.949,SVN
2068,1848.286,SVN
2069,1839.721,SVN
2070,1831.303,SVN
2071,1823.0725,SVN
2072,1815.0100000000004,SVN
2073,1807.1145000000008,SVN
2074,1799.4259999999992,SVN
2075,1791.9395000000002,SVN
2076,1784.6329999999991,SVN
2077,1777.547,SVN
2078,1770.713,SVN
2079,1764.133,SVN
2080,1757.7985,SVN
2081,1751.6594999999998,SVN
2082,1745.725,SVN
2083,1740.0220000000004,SVN
2084,1734.5430000000003,SVN
2085,1729.2689999999998,SVN
2086,1724.1809999999998,SVN
2087,1719.2764999999995,SVN
2088,1714.5455000000002,SVN
2089,1709.955,SVN
2090,1705.495,SVN
2091,1701.1830000000004,SVN
2092,1697.0095,SVN
2093,1692.9405000000004,SVN
2094,1688.9715,SVN
2095,1685.067,SVN
2096,1681.196,SVN
2097,1677.3864999999998,SVN
2098,1673.607,SVN
2099,1669.8415000000005,SVN
2100,1666.1129999999998,SVN
1950,2213.0515000000005,SOM
1951,2276.3340000000007,SOM
1952,2339.4995,SOM
1953,2402.348,SOM
1954,2465.5520000000006,SOM
1955,2529.9099999999994,SOM
1956,2595.3910000000005,SOM
1957,2662.0835,SOM
1958,2729.1605000000004,SOM
1959,2798.1905000000006,SOM
1960,2870.7320000000013,SOM
1961,2945.6625,SOM
1962,3022.8275000000003,SOM
1963,3102.17,SOM
1964,3183.5895000000005,SOM
1965,3267.5935,SOM
1966,3353.6649999999995,SOM
1967,3441.7990000000004,SOM
1968,3532.42,SOM
1969,3625.274499999999,SOM
1970,3720.977,SOM
1971,3818.389,SOM
1972,3918.220499999999,SOM
1973,4022.336000000001,SOM
1974,4125.823000000002,SOM
1975,4228.2895,SOM
1976,4333.779,SOM
1977,4449.505000000001,SOM
1978,4777.703,SOM
1979,5408.812999999999,SOM
1980,5892.223499999999,SOM
1981,5934.938000000001,SOM
1982,5951.805000000001,SOM
1983,6142.513000000002,SOM
1984,6369.0195,SOM
1985,6630.636999999997,SOM
1986,6908.579000000001,SOM
1987,7158.003999999999,SOM
1988,7160.461000000002,SOM
1989,7035.377999999999,SOM
1990,6999.095499999999,SOM
1991,6732.701500000001,SOM
1992,6428.1415,SOM
1993,6620.728999999999,SOM
1994,6959.8285,SOM
1995,7210.9299999999985,SOM
1996,7472.449999999999,SOM
1997,7734.313000000003,SOM
1998,8056.861999999997,SOM
1999,8384.479000000001,SOM
2000,8721.465,SOM
2001,9070.747,SOM
2002,9411.1025,SOM
2003,9758.2805,SOM
2004,10117.3545,SOM
2005,10467.292,SOM
2006,10784.972999999998,SOM
2007,11118.092,SOM
2008,11444.869499999995,SOM
2009,11730.037000000004,SOM
2010,12026.649500000003,SOM
2011,12216.837499999998,SOM
2012,12440.326499999996,SOM
2013,12852.484999999995,SOM
2014,13309.234999999995,SOM
2015,13763.906500000005,SOM
2016,14292.846999999996,SOM
2017,14864.221,SOM
2018,15411.0935,SOM
2019,15981.300499999998,SOM
2020,16537.015499999998,SOM
2021,17065.581,SOM
2022,17597.51100000001,SOM
2023,18143.3785,SOM
2024,18706.9215,SOM
2025,19281.903,SOM
2026,19867.185499999992,SOM
2027,20463.9935,SOM
2028,21071.158,SOM
2029,21689.079,SOM
2030,22316.856999999996,SOM
2031,22954.689499999982,SOM
2032,23603.148,SOM
2033,24260.8015,SOM
2034,24929.000499999995,SOM
2035,25606.1955,SOM
2036,26289.2665,SOM
2037,26980.593,SOM
2038,27679.425,SOM
2039,28383.844000000005,SOM
2040,29094.714499999995,SOM
2041,29812.159499999994,SOM
2042,30535.6065,SOM
2043,31263.7125,SOM
2044,31997.0755,SOM
2045,32734.341,SOM
2046,33475.242999999995,SOM
2047,34220.748,SOM
2048,34967.417,SOM
2049,35714.72449999999,SOM
2050,36462.83049999999,SOM
2051,37211.3425,SOM
2052,37960.72200000001,SOM
2053,38710.51550000001,SOM
2054,39461.3125,SOM
2055,40210.63899999998,SOM
2056,40957.2625,SOM
2057,41701.25150000001,SOM
2058,42442.08199999998,SOM
2059,43179.00699999999,SOM
2060,43912.9,SOM
2061,44641.48700000001,SOM
2062,45364.6635,SOM
2063,46084.962,SOM
2064,46800.92800000001,SOM
2065,47512.00300000001,SOM
2066,48217.09549999999,SOM
2067,48916.61149999999,SOM
2068,49608.08449999999,SOM
2069,50290.95550000001,SOM
2070,50967.024000000005,SOM
2071,51636.34550000001,SOM
2072,52299.0045,SOM
2073,52953.815999999984,SOM
2074,53600.468,SOM
2075,54239.53700000001,SOM
2076,54866.625,SOM
2077,55479.98000000001,SOM
2078,56084.971,SOM
2079,56681.40699999999,SOM
2080,57264.6875,SOM
2081,57833.9785,SOM
2082,58393.7885,SOM
2083,58945.2835,SOM
2084,59486.365,SOM
2085,60016.25399999999,SOM
2086,60530.014,SOM
2087,61029.6255,SOM
2088,61521.69350000001,SOM
2089,62000.71449999999,SOM
2090,62464.71100000001,SOM
2091,62916.33799999999,SOM
2092,63353.5135,SOM
2093,63775.87100000001,SOM
2094,64184.959,SOM
2095,64578.676,SOM
2096,64955.97150000001,SOM
2097,65317.93699999999,SOM
2098,65668.5525,SOM
2099,66008.7505,SOM
2100,66335.73300000001,SOM
1950,13043.843999999996,ZAF
1951,13325.058,ZAF
1952,13622.913999999995,ZAF
1953,13933.245999999996,ZAF
1954,14255.875500000002,ZAF
1955,14594.1285,ZAF
1956,14948.934500000005,ZAF
1957,15320.138000000006,ZAF
1958,15700.877,ZAF
1959,16096.454999999994,ZAF
1960,16520.441,ZAF
1961,16989.4645,ZAF
1962,17503.133499999996,ZAF
1963,18042.215000000004,ZAF
1964,18603.097,ZAF
1965,19187.194,ZAF
1966,19789.771,ZAF
1967,20410.677000000007,ZAF
1968,21050.540500000003,ZAF
1969,21704.21450000001,ZAF
1970,22368.30650000001,ZAF
1971,23031.441,ZAF
1972,23698.506999999998,ZAF
1973,24382.513000000003,ZAF
1974,25077.016,ZAF
1975,25777.9645,ZAF
1976,26480.299499999997,ZAF
1977,27199.837499999998,ZAF
1978,27943.445,ZAF
1979,28697.013500000005,ZAF
1980,29463.549000000003,ZAF
1981,30232.561499999996,ZAF
1982,31022.4175,ZAF
1983,31865.176,ZAF
1984,32768.20649999999,ZAF
1985,33752.96399999999,ZAF
1986,34877.8335,ZAF
1987,36119.33299999999,ZAF
1988,37393.853,ZAF
1989,38668.684000000016,ZAF
1990,39877.56999999999,ZAF
1991,40910.95850000001,ZAF
1992,41760.755000000005,ZAF
1993,42525.4405,ZAF
1994,43267.981500000016,ZAF
1995,43986.08399999999,ZAF
1996,44661.60350000001,ZAF
1997,45285.04849999999,ZAF
1998,45852.1665,ZAF
1999,46364.6815,ZAF
2000,46813.2655,ZAF
2001,47229.71399999999,ZAF
2002,47661.5145,ZAF
2003,48104.04849999999,ZAF
2004,48556.07099999999,ZAF
2005,49017.14749999999,ZAF
2006,49491.756,ZAF
2007,49996.0945,ZAF
2008,50565.81199999999,ZAF
2009,51170.779,ZAF
2010,51784.92149999999,ZAF
2011,52443.32550000001,ZAF
2012,53145.03300000001,ZAF
2013,53873.616,ZAF
2014,54729.55099999999,ZAF
2015,55876.504000000015,ZAF
2016,56422.2735,ZAF
2017,56641.2095,ZAF
2018,57339.63500000002,ZAF
2019,58087.055000000015,ZAF
2020,58801.92650000001,ZAF
2021,59392.255,ZAF
2022,59893.8855,ZAF
2023,60414.49449999999,ZAF
2024,61020.221,ZAF
2025,61673.081,ZAF
2026,62305.0385,ZAF
2027,62918.9155,ZAF
2028,63514.50199999999,ZAF
2029,64093.73200000001,ZAF
2030,64659.27800000001,ZAF
2031,65211.5255,ZAF
2032,65752.92400000001,ZAF
2033,66284.18850000002,ZAF
2034,66804.167,ZAF
2035,67314.13249999999,ZAF
2036,67815.9335,ZAF
2037,68308.24550000003,ZAF
2038,68788.49500000001,ZAF
2039,69256.82299999999,ZAF
2040,69713.93699999999,ZAF
2041,70160.65150000004,ZAF
2042,70595.13150000003,ZAF
2043,71016.16799999998,ZAF
2044,71423.67150000001,ZAF
2045,71816.20099999999,ZAF
2046,72192.15550000001,ZAF
2047,72551.39250000002,ZAF
2048,72894.21900000001,ZAF
2049,73220.85949999999,ZAF
2050,73529.75299999998,ZAF
2051,73819.23799999997,ZAF
2052,74089.70099999999,ZAF
2053,74342.98099999999,ZAF
2054,74580.1105,ZAF
2055,74799.0505,ZAF
2056,75001.12,ZAF
2057,75188.80849999998,ZAF
2058,75362.11900000002,ZAF
2059,75520.304,ZAF
2060,75663.19800000002,ZAF
2061,75793.04049999996,ZAF
2062,75912.77300000002,ZAF
2063,76022.453,ZAF
2064,76120.99850000002,ZAF
2065,76208.04550000001,ZAF
2066,76283.7325,ZAF
2067,76351.93400000002,ZAF
2068,76412.77049999997,ZAF
2069,76462.11399999999,ZAF
2070,76502.1555,ZAF
2071,76536.23950000001,ZAF
2072,76563.0615,ZAF
2073,76578.86000000002,ZAF
2074,76584.11149999997,ZAF
2075,76579.88150000005,ZAF
2076,76567.3815,ZAF
2077,76548.3735,ZAF
2078,76522.76399999998,ZAF
2079,76488.40349999997,ZAF
2080,76445.38299999999,ZAF
2081,76396.5145,ZAF
2082,76341.01449999999,ZAF
2083,76280.81899999999,ZAF
2084,76216.70850000001,ZAF
2085,76146.53499999999,ZAF
2086,76071.99149999999,ZAF
2087,75994.76750000002,ZAF
2088,75913.62149999998,ZAF
2089,75827.3805,ZAF
2090,75736.55549999999,ZAF
2091,75640.98499999999,ZAF
2092,75538.82200000001,ZAF
2093,75431.32349999998,ZAF
2094,75319.87749999999,ZAF
2095,75203.78800000002,ZAF
2096,75084.18200000003,ZAF
2097,74959.93199999999,ZAF
2098,74830.45499999999,ZAF
2099,74697.59099999999,ZAF
2100,74559.58949999997,ZAF
1950,2791.326000000001,ZWE
1951,2881.7135,ZWE
1952,2973.712999999999,ZWE
1953,3067.8990000000003,ZWE
1954,3164.5164999999997,ZWE
1955,3263.6249999999995,ZWE
1956,3365.477,ZWE
1957,3470.4935000000005,ZWE
1958,3578.8005,ZWE
1959,3690.640000000001,ZWE
1960,3806.309999999999,ZWE
1961,3925.9525,ZWE
1962,4049.7774999999992,ZWE
1963,4177.930999999999,ZWE
1964,4310.3315,ZWE
1965,4447.148500000001,ZWE
1966,4588.528499999999,ZWE
1967,4734.6945,ZWE
1968,4886.347499999999,ZWE
1969,5044.163499999999,ZWE
1970,5202.918499999999,ZWE
1971,5363.422999999998,ZWE
1972,5532.841500000001,ZWE
1973,5712.711500000001,ZWE
1974,5903.530500000003,ZWE
1975,6097.082500000001,ZWE
1976,6288.3870000000015,ZWE
1977,6453.043999999999,ZWE
1978,6549.348500000001,ZWE
1979,6655.833000000001,ZWE
1980,7049.926,ZWE
1981,7506.526000000001,ZWE
1982,7803.855499999999,ZWE
1983,8106.356000000002,ZWE
1984,8398.567000000003,ZWE
1985,8690.515499999998,ZWE
1986,8983.044000000002,ZWE
1987,9277.4885,ZWE
1988,9568.739000000003,ZWE
1989,9846.346000000003,ZWE
1990,10113.893000000004,ZWE
1991,10377.814999999997,ZWE
1992,10641.501,ZWE
1993,10794.917999999998,ZWE
1994,10858.593999999996,ZWE
1995,10994.0415,ZWE
1996,11178.170999999997,ZWE
1997,11362.4015,ZWE
1998,11548.363999999998,ZWE
1999,11716.454499999996,ZWE
2000,11834.676499999998,ZWE
2001,11910.9775,ZWE
2002,11984.643999999997,ZWE
2003,12075.8285,ZWE
2004,12160.8815,ZWE
2005,12224.7525,ZWE
2006,12330.49,ZWE
2007,12450.567999999996,ZWE
2008,12550.347500000003,ZWE
2009,12679.81,ZWE
2010,12839.770500000002,ZWE
2011,13025.785,ZWE
2012,13265.331,ZWE
2013,13555.421499999997,ZWE
2014,13855.753000000002,ZWE
2015,14154.937,ZWE
2016,14452.7045,ZWE
2017,14751.101,ZWE
2018,15052.184000000005,ZWE
2019,15354.6075,ZWE
2020,15669.666000000005,ZWE
2021,15993.524,ZWE
2022,16320.537000000004,ZWE
2023,16665.4085,ZWE
2024,17020.321500000002,ZWE
2025,17375.284499999998,ZWE
2026,17731.5925,ZWE
2027,18090.446,ZWE
2028,18451.234999999997,ZWE
2029,18814.06750000001,ZWE
2030,19179.393000000004,ZWE
2031,19547.971500000003,ZWE
2032,19919.58200000001,ZWE
2033,20293.203500000003,ZWE
2034,20668.333500000004,ZWE
2035,21044.2965,ZWE
2036,21420.3645,ZWE
2037,21795.709499999997,ZWE
2038,22169.3845,ZWE
2039,22541.721,ZWE
2040,22912.368500000004,ZWE
2041,23279.97550000001,ZWE
2042,23644.449000000004,ZWE
2043,24006.629500000006,ZWE
2044,24367.005500000003,ZWE
2045,24723.910500000005,ZWE
2046,25075.6775,ZWE
2047,25423.417,ZWE
2048,25766.80599999999,ZWE
2049,26105.252,ZWE
2050,26438.5885,ZWE
2051,26767.173500000004,ZWE
2052,27091.756000000005,ZWE
2053,27410.975999999995,ZWE
2054,27725.551,ZWE
2055,28035.146500000006,ZWE
2056,28338.4315,ZWE
2057,28636.850500000008,ZWE
2058,28930.746000000003,ZWE
2059,29218.3865,ZWE
2060,29499.2145,ZWE
2061,29774.881,ZWE
2062,30044.785999999996,ZWE
2063,30307.945500000005,ZWE
2064,30565.55050000001,ZWE
2065,30816.544,ZWE
2066,31061.017,ZWE
2067,31301.428500000005,ZWE
2068,31536.2315,ZWE
2069,31765.46899999999,ZWE
2070,31990.138000000006,ZWE
2071,32209.047,ZWE
2072,32421.532500000005,ZWE
2073,32627.476,ZWE
2074,32827.9265,ZWE
2075,33021.4455,ZWE
2076,33207.261,ZWE
2077,33385.666999999994,ZWE
2078,33556.72299999999,ZWE
2079,33720.83100000001,ZWE
2080,33877.434,ZWE
2081,34026.923500000004,ZWE
2082,34169.07749999999,ZWE
2083,34303.4675,ZWE
2084,34431.90649999999,ZWE
2085,34553.81249999999,ZWE
2086,34668.32550000001,ZWE
2087,34776.28899999999,ZWE
2088,34877.81500000001,ZWE
2089,34974.3135,ZWE
2090,35065.41099999998,ZWE
2091,35149.06149999999,ZWE
2092,35225.253000000004,ZWE
2093,35295.032000000014,ZWE
2094,35358.92600000001,ZWE
2095,35416.869999999995,ZWE
2096,35469.60500000001,ZWE
2097,35517.79100000001,ZWE
2098,35561.27850000001,ZWE
2099,35599.77850000001,ZWE
2100,35633.41499999999,ZWE
1950,413.4805,BWA
1951,422.8855,BWA
1952,432.5919999999999,BWA
1953,442.4835000000001,BWA
1954,452.263,BWA
1955,461.87950000000006,BWA
1956,471.4654999999999,BWA
1957,481.2249999999999,BWA
1958,491.3130000000001,BWA
1959,501.83699999999993,BWA
1960,512.8645,BWA
1961,524.4024999999998,BWA
1962,536.4280000000001,BWA
1963,549.0409999999998,BWA
1964,562.2744999999999,BWA
1965,570.9750000000001,BWA
1966,574.855,BWA
1967,578.7234999999998,BWA
1968,582.6550000000002,BWA
1969,586.7375000000002,BWA
1970,592.2435,BWA
1971,604.1389999999998,BWA
1972,626.6015000000002,BWA
1973,657.2460000000001,BWA
1974,691.5695,BWA
1975,727.93,BWA
1976,766.4245000000001,BWA
1977,806.9680000000002,BWA
1978,849.394,BWA
1979,893.4995,BWA
1980,938.5785000000004,BWA
1981,982.747,BWA
1982,1023.0085,BWA
1983,1060.717,BWA
1984,1099.1699999999998,BWA
