Year,Population,Code
1970,46.48449999999998,GUF
1971,47.8345,GUF
1972,49.245,GUF
1973,50.704,GUF
1974,52.3385,GUF
1975,54.34750000000001,GUF
1976,56.6765,GUF
1977,59.12649999999999,GUF
1978,61.635,GUF
1979,64.19949999999999,GUF
1980,66.82450000000001,GUF
1981,69.68349999999998,GUF
1982,73.13049999999998,GUF
1983,77.31599999999999,GUF
1984,81.99149999999999,GUF
1985,86.931,GUF
1986,92.1065,GUF
1987,97.5025,GUF
1988,103.11899999999996,GUF
1989,108.763,GUF
1990,113.93149999999996,GUF
1991,118.50700000000003,GUF
1992,122.92749999999998,GUF
1993,127.4985,GUF
1994,132.25950000000003,GUF
1995,137.1825,GUF
1996,142.232,GUF
1997,147.37249999999997,GUF
1998,152.649,GUF
1999,158.117,GUF
2000,164.35150000000002,GUF
2001,171.39800000000002,GUF
2002,178.72950000000006,GUF
2003,186.2065,GUF
2004,193.6935,GUF
2005,201.25900000000004,GUF
2006,207.8695,GUF
2007,213.3035,GUF
2008,218.5165000000001,GUF
2009,223.52350000000004,GUF
2010,228.4535,GUF
2011,233.6325,GUF
2012,239.24299999999997,GUF
2013,245.3705,GUF
2014,251.37100000000004,GUF
2015,257.0259999999999,GUF
2016,262.8134999999999,GUF
2017,269.3529999999999,GUF
2018,276.64650000000006,GUF
2019,284.07250000000005,GUF
2020,290.96950000000004,GUF
2021,297.44900000000007,GUF
2022,304.557,GUF
2023,312.155,GUF
2024,319.7960000000001,GUF
2025,327.4759999999999,GUF
2026,335.2035000000001,GUF
2027,342.9889999999999,GUF
2028,350.8295,GUF
2029,358.72400000000016,GUF
2030,366.6690000000001,GUF
2031,374.6765,GUF
2032,382.7539999999999,GUF
2033,390.8795,GUF
2034,399.03,GUF
2035,407.2129999999999,GUF
2036,415.44000000000005,GUF
2037,423.6885,GUF
2038,431.955,GUF
2039,440.24250000000006,GUF
2040,448.5355,GUF
2041,456.848,GUF
2042,465.1694999999999,GUF
2043,473.4865,GUF
2044,481.833,GUF
2045,490.2244999999999,GUF
2046,498.626,GUF
2047,507.0639999999999,GUF
2048,515.5225,GUF
2049,523.976,GUF
2050,532.459,GUF
2051,540.96,GUF
2052,549.5190000000002,GUF
2053,558.1245000000001,GUF
2054,566.7309999999998,GUF
2055,575.346,GUF
2056,583.969,GUF
2057,592.5749999999999,GUF
2058,601.1865,GUF
2059,609.832,GUF
2060,618.4665000000002,GUF
2061,627.061,GUF
2062,635.6385,GUF
2063,644.1949999999999,GUF
2064,652.7334999999999,GUF
2065,661.2494999999999,GUF
2066,669.7284999999999,GUF
2067,678.1795,GUF
2068,686.604,GUF
2069,695.029,GUF
2070,703.4615,GUF
2071,711.8750000000002,GUF
2072,720.2604999999996,GUF
2073,728.6139999999998,GUF
2074,736.934,GUF
2075,745.2044999999999,GUF
2076,753.3984999999999,GUF
2077,761.53,GUF
2078,769.6089999999998,GUF
2079,777.6489999999998,GUF
2080,785.6705,GUF
2081,793.6619999999999,GUF
2082,801.5715,GUF
2083,809.398,GUF
2084,817.1675000000004,GUF
2085,824.8449999999998,GUF
2086,832.4095,GUF
2087,839.891,GUF
2088,847.304,GUF
2089,854.6149999999999,GUF
2090,861.8170000000002,GUF
2091,868.9300000000001,GUF
2092,875.9544999999997,GUF
2093,882.8734999999998,GUF
2094,889.7345000000001,GUF
2095,896.535,GUF
2096,903.211,GUF
2097,909.7805,GUF
2098,916.2435,GUF
2099,922.591,GUF
2100,928.8294999999996,GUF
1950,64.53549999999998,PYF
1951,66.3495,PYF
1952,68.169,PYF
1953,70.1375,PYF
1954,72.23999999999997,PYF
1955,74.47449999999999,PYF
1956,76.83800000000002,PYF
1957,78.983,PYF
1958,80.8785,PYF
1959,82.83700000000002,PYF
1960,84.85100000000001,PYF
1961,86.92150000000001,PYF
1962,89.208,PYF
1963,91.9625,PYF
1964,95.192,PYF
1965,98.67449999999998,PYF
1966,102.281,PYF
1967,105.995,PYF
1968,109.83149999999998,PYF
1969,113.803,PYF
1970,117.89150000000002,PYF
1971,122.10799999999998,PYF
1972,126.45649999999998,PYF
1973,130.88300000000004,PYF
1974,135.349,PYF
1975,139.83299999999997,PYF
1976,144.35600000000002,PYF
1977,149.0075,PYF
1978,153.74550000000002,PYF
1979,158.56300000000002,PYF
1980,163.59150000000002,PYF
1981,168.89200000000005,PYF
1982,174.34250000000006,PYF
1983,179.04150000000007,PYF
1984,183.14600000000004,PYF
1985,187.5785,PYF
1986,192.1965,PYF
1987,196.856,PYF
1988,201.74,PYF
1989,206.571,PYF
1990,211.0895,PYF
1991,215.44350000000003,PYF
1992,219.621,PYF
1993,223.7145,PYF
1994,227.682,PYF
1995,231.4465,PYF
1996,235.189,PYF
1997,239.03549999999996,PYF
1998,242.88200000000003,PYF
1999,246.82100000000008,PYF
2000,250.92700000000005,PYF
2001,255.049,PYF
2002,259.1375000000001,PYF
2003,263.1725,PYF
2004,267.13199999999995,PYF
2005,271.0595,PYF
2006,274.90099999999995,PYF
2007,278.17749999999995,PYF
2008,280.5584999999999,PYF
2009,282.2825,PYF
2010,283.78799999999995,PYF
2011,285.2655,PYF
2012,286.584,PYF
2013,288.0319999999999,PYF
2014,289.8729999999999,PYF
2015,291.78700000000003,PYF
2016,293.5414999999999,PYF
2017,295.45050000000003,PYF
2018,297.6054999999999,PYF
2019,299.7175,PYF
2020,301.9195,PYF
2021,304.032,PYF
2022,306.279,PYF
2023,308.8715,PYF
2024,311.3829999999999,PYF
2025,313.8099999999999,PYF
2026,316.16599999999994,PYF
2027,318.4555,PYF
2028,320.673,PYF
2029,322.8065,PYF
2030,324.8599999999999,PYF
2031,326.8345,PYF
2032,328.73800000000006,PYF
2033,330.5625,PYF
2034,332.29850000000005,PYF
2035,333.9475,PYF
2036,335.5115,PYF
2037,336.991,PYF
2038,338.3864999999999,PYF
2039,339.68949999999995,PYF
2040,340.87949999999995,PYF
2041,341.9655,PYF
2042,342.95699999999994,PYF
2043,343.8465,PYF
2044,344.6315,PYF
2045,345.3039999999999,PYF
2046,345.86,PYF
2047,346.3065000000001,PYF
2048,346.6319999999999,PYF
2049,346.8344999999999,PYF
2050,346.9329999999999,PYF
2051,346.923,PYF
2052,346.80150000000003,PYF
2053,346.577,PYF
2054,346.2609999999999,PYF
2055,345.8555,PYF
2056,345.361,PYF
2057,344.789,PYF
2058,344.14899999999994,PYF
2059,343.4444999999999,PYF
2060,342.6795,PYF
2061,341.8645000000001,PYF
2062,341.00800000000004,PYF
2063,340.1115,PYF
2064,339.16350000000006,PYF
2065,338.169,PYF
2066,337.13,PYF
2067,336.05300000000005,PYF
2068,334.9345,PYF
2069,333.75849999999986,PYF
2070,332.54200000000003,PYF
2071,331.28950000000003,PYF
2072,329.99499999999995,PYF
2073,328.65500000000003,PYF
2074,327.2730000000001,PYF
2075,325.846,PYF
2076,324.36500000000007,PYF
2077,322.8414999999998,PYF
2078,321.27500000000003,PYF
2079,319.66450000000003,PYF
2080,318.0155,PYF
2081,316.32950000000005,PYF
2082,314.61350000000004,PYF
2083,312.87499999999994,PYF
2084,311.1160000000001,PYF
2085,309.3380000000001,PYF
2086,307.54599999999994,PYF
2087,305.745,PYF
2088,303.935,PYF
2089,302.1164999999999,PYF
2090,300.2929999999999,PYF
2091,298.4704999999999,PYF
2092,296.6505,PYF
2093,294.8189999999999,PYF
2094,292.9845000000001,PYF
2095,291.14649999999995,PYF
2096,289.3020000000001,PYF
2097,287.4465,PYF
2098,285.5755,PYF
2099,283.70250000000016,PYF
2100,281.8285,PYF
1950,0.0,ATF
1951,0.0,ATF
1952,0.0,ATF
1953,0.0,ATF
1954,0.0,ATF
1955,0.0,ATF
1956,0.0,ATF
1957,0.0,ATF
1958,0.0,ATF
1959,0.0,ATF
1960,0.0,ATF
1961,0.0,ATF
1962,0.0,ATF
1963,0.0,ATF
1964,0.0,ATF
1965,0.0,ATF
1966,0.0,ATF
1967,0.0,ATF
1968,0.0,ATF
1969,0.0,ATF
1970,0.0,ATF
1971,0.0,ATF
1972,0.0,ATF
1973,0.0,ATF
1974,0.0,ATF
1975,0.0,ATF
1976,0.0,ATF
1977,0.0,ATF
1978,0.0,ATF
1979,0.0,ATF
1980,0.0,ATF
1981,0.0,ATF
1982,0.0,ATF
1983,0.0,ATF
1984,0.0,ATF
1985,0.0,ATF
1986,0.0,ATF
1987,0.0,ATF
1988,0.0,ATF
1989,0.0,ATF
1990,0.0,ATF
1991,0.0,ATF
1992,0.0,ATF
1993,0.0,ATF
1994,0.0,ATF
1995,0.0,ATF
1996,0.0,ATF
1997,0.0,ATF
1998,0.0,ATF
1999,0.0,ATF
2000,0.0,ATF
2001,0.0,ATF
2002,0.0,ATF
2003,0.0,ATF
2004,0.0,ATF
2005,0.0,ATF
2006,0.0,ATF
2007,0.0,ATF
2008,0.0,ATF
2009,0.0,ATF
2010,0.0,ATF
2011,0.0,ATF
2012,0.0,ATF
2013,0.0,ATF
2014,0.0,ATF
2015,0.0,ATF
2016,0.0,ATF
2017,0.0,ATF
2018,0.0,ATF
2019,0.0,ATF
2020,0.0,ATF
2021,0.0,ATF
2022,0.0,ATF
2023,0.0,ATF
2024,0.0,ATF
2025,0.0,ATF
2026,0.0,ATF
2027,0.0,ATF
2028,0.0,ATF
2029,0.0,ATF
2030,0.0,ATF
2031,0.0,ATF
2032,0.0,ATF
2033,0.0,ATF
2034,0.0,ATF
2035,0.0,ATF
2036,0.0,ATF
2037,0.0,ATF
2038,0.0,ATF
2039,0.0,ATF
2040,0.0,ATF
2041,0.0,ATF
2042,0.0,ATF
2043,0.0,ATF
2044,0.0,ATF
2045,0.0,ATF
2046,0.0,ATF
2047,0.0,ATF
2048,0.0,ATF
2049,0.0,ATF
2050,0.0,ATF
2051,0.0,ATF
2052,0.0,ATF
2053,0.0,ATF
2054,0.0,ATF
2055,0.0,ATF
2056,0.0,ATF
2057,0.0,ATF
2058,0.0,ATF
2059,0.0,ATF
2060,0.0,ATF
2061,0.0,ATF
2062,0.0,ATF
2063,0.0,ATF
2064,0.0,ATF
2065,0.0,ATF
2066,0.0,ATF
2067,0.0,ATF
2068,0.0,ATF
2069,0.0,ATF
2070,0.0,ATF
2071,0.0,ATF
2072,0.0,ATF
2073,0.0,ATF
2074,0.0,ATF
2075,0.0,ATF
2076,0.0,ATF
2077,0.0,ATF
2078,0.0,ATF
2079,0.0,ATF
2080,0.0,ATF
2081,0.0,ATF
2082,0.0,ATF
2083,0.0,ATF
2084,0.0,ATF
2085,0.0,ATF
2086,0.0,ATF
2087,0.0,ATF
2088,0.0,ATF
2089,0.0,ATF
2090,0.0,ATF
2091,0.0,ATF
2092,0.0,ATF
2093,0.0,ATF
2094,0.0,ATF
2095,0.0,ATF
2096,0.0,ATF
2097,0.0,ATF
2098,0.0,ATF
2099,0.0,ATF
2100,0.0,ATF
1950,62.334,DJI
1951,64.317,DJI
1952,66.362,DJI
1953,68.4935,DJI
1954,70.7145,DJI
1955,72.997,DJI
1956,75.37200000000001,DJI
1957,77.84749999999998,DJI
1958,80.39549999999998,DJI
1959,83.02449999999999,DJI
1960,85.94000000000001,DJI
1961,89.27049999999998,DJI
1962,93.12200000000004,DJI
1963,97.67000000000002,DJI
1964,102.94500000000002,DJI
1965,108.77150000000005,DJI
1966,114.87399999999998,DJI
1967,121.168,DJI
1968,127.66799999999996,DJI
1969,135.39,DJI
1970,144.37900000000002,DJI
1971,154.22499999999997,DJI
1972,165.23450000000008,DJI
1973,177.3265,DJI
1974,191.38900000000007,DJI
1975,208.58150000000003,DJI
1976,229.304,DJI
1977,253.0825,DJI
1978,278.42499999999995,DJI
1979,302.8560000000001,DJI
1980,324.1209999999999,DJI
1981,341.3160000000001,DJI
1982,355.11,DJI
1983,367.72550000000007,DJI
1984,382.1565,DJI
1985,400.709,DJI
1986,424.2855,DJI
1987,452.2720000000001,DJI
1988,482.3364999999999,DJI
1989,521.1035,DJI
1990,577.1734999999999,DJI
1991,628.5209999999998,DJI
1992,623.1965000000002,DJI
1993,611.2304999999999,DJI
1994,623.4774999999998,DJI
1995,629.6185,DJI
1996,644.6489999999998,DJI
1997,667.786,DJI
1998,694.9200000000001,DJI
1999,719.3709999999999,DJI
2000,742.0324999999999,DJI
2001,765.4905000000001,DJI
2002,789.1284999999998,DJI
2003,806.4110000000001,DJI
2004,818.3729999999999,DJI
2005,830.8615000000003,DJI
2006,846.9465,DJI
2007,865.196,DJI
2008,882.8860000000001,DJI
2009,901.103,DJI
2010,919.1995,DJI
2011,936.8105,DJI
2012,954.2965,DJI
2013,971.7525,DJI
2014,989.0865,DJI
2015,1006.259,DJI
2016,1023.2615000000002,DJI
2017,1040.2325,DJI
2018,1057.1979999999994,DJI
2019,1073.994,DJI
2020,1090.1559999999995,DJI
2021,1105.5575,DJI
2022,1120.8485,DJI
2023,1136.4545,DJI
2024,1152.3289999999995,DJI
2025,1168.2575,DJI
2026,1184.178500000001,DJI
2027,1200.0655,DJI
2028,1215.879,DJI
2029,1231.575,DJI
2030,1247.1290000000004,DJI
2031,1262.5544999999995,DJI
2032,1277.8069999999998,DJI
2033,1292.8735,DJI
2034,1307.7410000000002,DJI
2035,1322.3769999999995,DJI
2036,1336.7174999999995,DJI
2037,1350.6959999999997,DJI
2038,1364.3945,DJI
2039,1377.8325,DJI
2040,1390.9275,DJI
2041,1403.6945,DJI
2042,1416.0949999999996,DJI
2043,1428.0975,DJI
2044,1439.7055,DJI
2045,1450.9090000000006,DJI
2046,1461.8170000000002,DJI
2047,1472.4614999999997,DJI
2048,1482.7955,DJI
2049,1492.8430000000003,DJI
2050,1502.5755,DJI
2051,1511.9635000000003,DJI
2052,1521.1,DJI
2053,1530.0285000000003,DJI
2054,1538.7085,DJI
2055,1547.111,DJI
2056,1555.2215,DJI
2057,1563.0970000000002,DJI
2058,1570.7510000000002,DJI
2059,1578.1445,DJI
2060,1585.2950000000003,DJI
2061,1592.209,DJI
2062,1598.8375,DJI
2063,1605.1425000000002,DJI
2064,1611.2025,DJI
2065,1616.9979999999996,DJI
2066,1622.4035,DJI
2067,1627.5255000000004,DJI
2068,1632.436,DJI
2069,1637.0625000000002,DJI
2070,1641.3670000000002,DJI
2071,1645.4185,DJI
2072,1649.2240000000002,DJI
2073,1652.7410000000002,DJI
2074,1655.9910000000002,DJI
2075,1658.9635,DJI
2076,1661.6934999999994,DJI
2077,1664.1995000000002,DJI
2078,1666.4879999999998,DJI
2079,1668.5235,DJI
2080,1670.327,DJI
2081,1671.9345,DJI
2082,1673.3434999999995,DJI
2083,1674.5724999999998,DJI
2084,1675.6420000000005,DJI
2085,1676.5699999999997,DJI
2086,1677.3620000000003,DJI
2087,1678.0409999999997,DJI
2088,1678.6124999999995,DJI
2089,1679.0469999999998,DJI
2090,1679.3570000000002,DJI
2091,1679.5705000000007,DJI
2092,1679.6905000000004,DJI
2093,1679.7205,DJI
2094,1679.6565,DJI
2095,1679.4645,DJI
2096,1679.1530000000002,DJI
2097,1678.762,DJI
2098,1678.272,DJI
2099,1677.6664999999998,DJI
2100,1676.9094999999995,DJI
1950,472.9049999999999,GAB
1951,475.8275,GAB
1952,478.8965,GAB
1953,482.1825000000001,GAB
1954,485.694,GAB
1955,489.45899999999983,GAB
1956,493.5279999999999,GAB
1957,497.905,GAB
1958,502.6470000000001,GAB
1959,507.7844999999999,GAB
1960,513.34,GAB
1961,519.329,GAB
1962,525.7539999999999,GAB
1963,532.592,GAB
1964,539.8294999999999,GAB
1965,547.535,GAB
1966,555.748,GAB
1967,564.4354999999998,GAB
1968,573.6109999999999,GAB
1969,584.6280000000002,GAB
1970,597.1919999999998,GAB
1971,609.6935,GAB
1972,622.2895000000001,GAB
1973,635.2879999999999,GAB
1974,648.9220000000001,GAB
1975,663.34,GAB
1976,678.6605000000001,GAB
1977,694.9305,GAB
1978,712.135,GAB
1979,730.1874999999999,GAB
1980,749.0785000000002,GAB
1981,768.9044999999999,GAB
1982,789.585,GAB
1983,811.0984999999998,GAB
1984,833.4170000000001,GAB
1985,856.4825000000002,GAB
1986,880.3395000000003,GAB
1987,905.0165,GAB
1988,930.4639999999996,GAB
1989,956.509,GAB
1990,983.0275,GAB
1991,1009.995,GAB
1992,1037.4460000000004,GAB
1993,1065.3905,GAB
1994,1093.6109999999996,GAB
1995,1121.9640000000002,GAB
1996,1150.601,GAB
1997,1179.8060000000005,GAB
1998,1209.8319999999997,GAB
1999,1240.7644999999998,GAB
2000,1272.9344999999996,GAB
2001,1306.59,GAB
2002,1341.696,GAB
2003,1378.3974999999998,GAB
2004,1417.1095,GAB
2005,1458.353,GAB
2006,1502.5345,GAB
2007,1549.7735000000002,GAB
2008,1599.9779999999998,GAB
2009,1653.5414999999996,GAB
2010,1711.1049999999996,GAB
2011,1772.499999999999,GAB
2012,1836.7050000000004,GAB
2013,1902.2264999999995,GAB
2014,1966.8555,GAB
2015,2028.5169999999996,GAB
2016,2086.205499999999,GAB
2017,2140.2155,GAB
2018,2192.0115,GAB
2019,2242.785500000001,GAB
2020,2292.573,GAB
2021,2341.179000000001,GAB
2022,2388.9925000000003,GAB
2023,2436.5664999999995,GAB
2024,2484.5575,GAB
2025,2532.8844999999988,GAB
2026,2581.2360000000003,GAB
2027,2629.5785,GAB
2028,2677.79,GAB
2029,2726.063000000001,GAB
2030,2774.522500000001,GAB
2031,2823.293,GAB
2032,2872.311,GAB
2033,2921.5105000000003,GAB
2034,2970.796500000001,GAB
2035,3020.2405,GAB
2036,3069.9185,GAB
2037,3119.6710000000007,GAB
2038,3169.4075,GAB
2039,3219.237,GAB
2040,3269.2465,GAB
2041,3319.3545000000004,GAB
2042,3369.4095000000016,GAB
2043,3419.2735,GAB
2044,3468.867499999999,GAB
2045,3518.104499999999,GAB
2046,3566.979000000001,GAB
2047,3615.404000000001,GAB
2048,3663.2325,GAB
2049,3710.489,GAB
2050,3757.053,GAB
2051,3802.797,GAB
2052,3847.92,GAB
2053,3892.4175,GAB
2054,3936.314999999999,GAB
2055,3979.6595,GAB
2056,4022.3385000000007,GAB
2057,4064.2995,GAB
2058,4105.662499999999,GAB
2059,4146.336499999999,GAB
2060,4186.273000000002,GAB
2061,4225.7145,GAB
2062,4264.651,GAB
2063,4302.933500000002,GAB
2064,4340.520499999999,GAB
2065,4377.508,GAB
2066,4413.9115,GAB
2067,4449.775499999999,GAB
2068,4485.2965,GAB
2069,4520.3105000000005,GAB
2070,4554.638999999999,GAB
2071,4588.413,GAB
2072,4621.7005,GAB
2073,4654.478499999999,GAB
2074,4686.616,GAB
2075,4718.04,GAB
2076,4748.702,GAB
2077,4778.655000000001,GAB
2078,4807.9695,GAB
2079,4836.681999999999,GAB
2080,4864.748,GAB
2081,4892.0615,GAB
2082,4918.627999999999,GAB
2083,4944.337999999999,GAB
2084,4969.229000000001,GAB
2085,4993.451499999999,GAB
2086,5017.030000000002,GAB
2087,5039.975000000002,GAB
2088,5062.242999999999,GAB
2089,5083.661499999999,GAB
2090,5104.183999999999,GAB
2091,5123.939499999999,GAB
2092,5142.976499999999,GAB
2093,5161.161000000001,GAB
2094,5178.741,GAB
2095,5195.642499999999,GAB
2096,5211.654500000001,GAB
2097,5226.899000000001,GAB
2098,5241.402499999997,GAB
2099,5255.197000000001,GAB
2100,5268.088499999998,GAB
1950,3517.264,GEO
1951,3557.5710000000004,GEO
1952,3599.5889999999995,GEO
1953,3643.528500000001,GEO
1954,3689.452500000001,GEO
1955,3738.2315,GEO
1956,3791.7329999999993,GEO
1957,3849.9205,GEO
1958,3912.8069999999984,GEO
1959,3980.0745,GEO
1960,4051.4920000000006,GEO
1961,4125.76,GEO
1962,4201.151,GEO
1963,4276.8905,GEO
1964,4350.035500000001,GEO
1965,4418.592,GEO
1966,4492.695500000001,GEO
1967,4574.999999999998,GEO
1968,4658.097499999999,GEO
1969,4739.872,GEO
1970,4800.426499999999,GEO
1971,4837.3325,GEO
1972,4870.398999999999,GEO
1973,4903.5515000000005,GEO
1974,4936.537499999999,GEO
1975,4970.3200000000015,GEO
1976,5005.133000000001,GEO
1977,5040.801999999998,GEO
1978,5077.050500000001,GEO
1979,5111.666999999999,GEO
1980,5145.843500000001,GEO
1981,5181.893000000001,GEO
1982,5219.537499999999,GEO
1983,5259.4445,GEO
1984,5299.786500000003,GEO
1985,5338.867,GEO
1986,5377.6720000000005,GEO
1987,5415.383500000002,GEO
1988,5450.138500000001,GEO
1989,5445.481499999999,GEO
1990,5391.635499999999,GEO
1991,5322.105499999999,GEO
1992,5239.3275,GEO
1993,5127.511,GEO
1994,4997.913000000001,GEO
1995,4877.676000000001,GEO
1996,4761.272000000003,GEO
1997,4640.032,GEO
1998,4518.404999999999,GEO
1999,4394.5005,GEO
2000,4265.172,GEO
2001,4144.481500000001,GEO
2002,4061.127500000001,GEO
2003,4017.8245000000006,GEO
2004,3988.8595,GEO
2005,3961.1815,GEO
2006,3933.8675,GEO
2007,3906.4705,GEO
2008,3879.6985,GEO
2009,3855.199499999999,GEO
2010,3836.831,GEO
2011,3821.6620000000007,GEO
2012,3804.3560000000007,GEO
2013,3786.022499999999,GEO
2014,3774.2350000000006,GEO
2015,3771.132,GEO
2016,3771.11,GEO
2017,3771.9,GEO
2018,3772.325,GEO
2019,3770.810499999999,GEO
2020,3765.912,GEO
2021,3757.98,GEO
2022,3744.3855,GEO
2023,3728.2820000000006,GEO
2024,3717.425,GEO
2025,3709.5095,GEO
2026,3700.5865,GEO
2027,3690.8255,GEO
2028,3680.347000000001,GEO
2029,3669.171,GEO
2030,3657.4935,GEO
2031,3645.413,GEO
2032,3632.9395,GEO
2033,3620.1795000000006,GEO
2034,3607.2185,GEO
2035,3594.100999999999,GEO
2036,3580.871000000001,GEO
2037,3567.5914999999995,GEO
2038,3554.2860000000005,GEO
2039,3540.850999999999,GEO
2040,3527.2269999999994,GEO
2041,3513.5545000000006,GEO
2042,3499.8495000000007,GEO
2043,3486.0065,GEO
2044,3472.044,GEO
2045,3457.967000000001,GEO
2046,3443.6989999999987,GEO
2047,3429.255000000001,GEO
2048,3414.5945000000006,GEO
2049,3399.740000000001,GEO
2050,3384.6595,GEO
2051,3369.2405000000003,GEO
2052,3353.4835,GEO
2053,3337.3719999999994,GEO
2054,3320.919,GEO
2055,3304.0779999999995,GEO
2056,3286.832,GEO
2057,3269.2095000000004,GEO
2058,3251.1649999999995,GEO
2059,3232.6665,GEO
2060,3213.7380000000003,GEO
2061,3194.524000000001,GEO
2062,3175.0174999999995,GEO
2063,3155.1019999999994,GEO
2064,3134.7625000000007,GEO
2065,3114.086,GEO
2066,3093.12,GEO
2067,3071.9315,GEO
2068,3050.588,GEO
2069,3029.153,GEO
2070,3007.615500000001,GEO
2071,2985.9365000000003,GEO
2072,2964.241499999999,GEO
2073,2942.575,GEO
2074,2920.9915,GEO
2075,2899.539,GEO
2076,2878.207,GEO
2077,2856.996,GEO
2078,2835.8645000000006,GEO
2079,2814.827,GEO
2080,2793.9415000000004,GEO
2081,2773.3154999999992,GEO
2082,2752.942,GEO
2083,2732.649,GEO
2084,2712.452,GEO
2085,2692.367,GEO
2086,2672.2775,GEO
2087,2652.1430000000005,GEO
2088,2631.959,GEO
2089,2611.662,GEO
2090,2591.138000000001,GEO
2091,2570.3745000000013,GEO
2092,2549.351000000001,GEO
2093,2528.0345,GEO
2094,2506.3645,GEO
2095,2484.2295,GEO
2096,2461.6505,GEO
2097,2438.6310000000003,GEO
2098,2415.1465,GEO
2099,2391.221,GEO
2100,2366.9084999999995,GEO
1950,306.7805,GMB
1951,314.6129999999999,GMB
1952,322.827,GMB
1953,331.3765,GMB
1954,340.24000000000007,GMB
1955,349.374,GMB
1956,358.7475,GMB
1957,368.414,GMB
1958,378.454,GMB
1959,388.8665,GMB
1960,399.6485,GMB
1961,410.8015,GMB
1962,422.3105000000001,GMB
1963,434.1735,GMB
1964,446.375,GMB
1965,458.9075,GMB
1966,471.7535,GMB
1967,485.1315000000002,GMB
1968,499.1509999999999,GMB
1969,513.6854999999998,GMB
1970,528.7315,GMB
1971,544.3164999999999,GMB
1972,560.5534999999999,GMB
1973,577.4879999999999,GMB
1974,594.9040000000003,GMB
1975,612.9089999999998,GMB
1976,631.8945,GMB
1977,651.9340000000001,GMB
1978,672.974,GMB
1979,695.155,GMB
1980,718.5855,GMB
1981,742.8459999999999,GMB
1982,768.2719999999997,GMB
1983,795.5630000000001,GMB
1984,824.7984999999998,GMB
1985,855.9585,GMB
1986,888.9800000000001,GMB
1987,923.9145,GMB
1988,960.837,GMB
1989,999.7319999999996,GMB
1990,1040.6155,GMB
1991,1083.536,GMB
1992,1127.1525,GMB
1993,1168.3084999999996,GMB
1994,1205.8825000000002,GMB
1995,1242.1545000000003,GMB
1996,1279.0699999999997,GMB
1997,1317.0020000000009,GMB
1998,1356.1890000000003,GMB
1999,1396.4989999999996,GMB
2000,1437.5390000000002,GMB
2001,1479.4495000000002,GMB
2002,1522.2224999999994,GMB
2003,1566.257,GMB
2004,1612.2249999999997,GMB
2005,1660.3679999999997,GMB
2006,1711.294,GMB
2007,1764.8835,GMB
2008,1820.5415,GMB
2009,1878.119,GMB
2010,1937.275,GMB
2011,1998.212,GMB
2012,2061.0140000000006,GMB
2013,2124.8695,GMB
2014,2189.019,GMB
2015,2253.1334999999995,GMB
2016,2317.2055000000005,GMB
2017,2381.1815,GMB
2018,2444.9155,GMB
2019,2508.8835000000013,GMB
2020,2573.995,GMB
2021,2639.9155,GMB
2022,2705.991999999999,GMB
2023,2773.1680000000006,GMB
2024,2841.8035000000004,GMB
2025,2911.207500000001,GMB
2026,2981.095500000001,GMB
2027,3051.3075000000003,GMB
2028,3121.685,GMB
2029,3192.4120000000003,GMB
2030,3263.6510000000007,GMB
2031,3335.1535,GMB
2032,3406.845500000001,GMB
2033,3478.9415,GMB
2034,3551.235,GMB
2035,3623.6165,GMB
2036,3696.213999999999,GMB
2037,3768.766000000001,GMB
2038,3841.110000000001,GMB
2039,3913.159000000001,GMB
2040,3984.7775,GMB
2041,4056.0535,GMB
2042,4126.7915,GMB
2043,4196.882,GMB
2044,4266.667999999999,GMB
2045,4336.0765,GMB
2046,4405.075000000001,GMB
2047,4473.5075,GMB
2048,4541.0565,GMB
2049,4607.6575,GMB
2050,4673.742500000001,GMB
2051,4739.402999999998,GMB
2052,4804.253999999997,GMB
2053,4868.481,GMB
2054,4932.103999999999,GMB
2055,4994.705000000001,GMB
2056,5056.357000000003,GMB
2057,5117.439,GMB
2058,5177.704500000002,GMB
2059,5236.9875,GMB
2060,5295.353499999999,GMB
2061,5352.803999999998,GMB
2062,5409.496,GMB
2063,5465.322499999999,GMB
2064,5520.138499999999,GMB
2065,5574.0085,GMB
2066,5626.996000000001,GMB
2067,5679.036,GMB
2068,5729.698500000002,GMB
2069,5778.945999999999,GMB
2070,5827.158,GMB
2071,5874.253999999998,GMB
2072,5920.0525,GMB
2073,5964.522000000004,GMB
2074,6007.776000000001,GMB
2075,6049.863,GMB
2076,6090.488999999998,GMB
2077,6129.669499999998,GMB
2078,6167.722499999999,GMB
2079,6204.524000000001,GMB
2080,6239.8905,GMB
2081,6274.075499999999,GMB
2082,6306.978499999999,GMB
2083,6338.2955,GMB
2084,6368.006,GMB
2085,6396.247999999999,GMB
2086,6423.264499999999,GMB
2087,6448.813499999998,GMB
2088,6473.148500000002,GMB
2089,6496.363999999999,GMB
2090,6518.16,GMB
2091,6538.735499999999,GMB
2092,6557.903499999999,GMB
2093,6575.640999999999,GMB
2094,6592.208500000001,GMB
2095,6607.698000000001,GMB
2096,6622.080499999999,GMB
2097,6635.134999999998,GMB
2098,6646.963,GMB
2099,6657.713500000003,GMB
2100,6667.396,GMB
1950,944.807,PSE
1951,953.408,PSE
1952,962.9075,PSE
1953,973.331,PSE
1954,984.7289999999998,PSE
