fonte,entities,years,values
Hydropower,28,2006,1.38
Hydropower,28,2007,0.74
Hydropower,28,2008,0.94
Hydropower,28,2009,0.44
Hydropower,28,2010,0.76
Hydropower,28,2011,0.92
Hydropower,28,2012,0.82
Hydropower,28,2013,0.94
Hydropower,28,2014,0.62
Hydropower,28,2015,0.59
Hydropower,28,2016,1.01
Hydropower,28,2017,1.03
Hydropower,28,2018,1.08
Hydropower,28,2019,0.77
Hydropower,28,2020,0.88
Hydropower,28,2021,0.88
Hydropower,28,2022,0.97
Hydropower,29,2000,0.0
Hydropower,29,2001,0.0
Hydropower,29,2002,0.0
Hydropower,29,2003,0.0
Hydropower,29,2004,0.0
Hydropower,29,2005,0.0
Hydropower,29,2006,0.0
Hydropower,29,2007,0.0
Hydropower,29,2008,0.0
Hydropower,29,2009,0.0
Hydropower,29,2010,0.0
Hydropower,29,2011,0.0
Hydropower,29,2012,0.0
Hydropower,29,2013,0.0
Hydropower,29,2014,0.0
Hydropower,29,2015,0.0
Hydropower,29,2016,0.0
Hydropower,29,2017,0.0
Hydropower,29,2018,0.0
Hydropower,29,2019,0.0
Hydropower,29,2020,0.0
Hydropower,29,2021,0.0
Hydropower,30,1985,0.02
Hydropower,30,1986,0.02
Hydropower,30,1987,0.02
Hydropower,30,1988,0.02
Hydropower,30,1989,0.02
Hydropower,30,1990,0.02
Hydropower,30,1991,0.018
Hydropower,30,1992,0.017
Hydropower,30,1993,0.019
Hydropower,30,1994,0.019
Hydropower,30,1995,0.02
Hydropower,30,1996,0.016
Hydropower,30,1997,0.021
Hydropower,30,1998,0.028
Hydropower,30,1999,0.019
Hydropower,30,2000,0.03
Hydropower,30,2001,0.03
Hydropower,30,2002,0.03
Hydropower,30,2003,0.03
Hydropower,30,2004,0.03
Hydropower,30,2005,0.04
Hydropower,30,2006,0.04
Hydropower,30,2007,0.04
Hydropower,30,2008,0.04
Hydropower,30,2009,0.04
Hydropower,30,2010,0.05
Hydropower,30,2011,0.04
Hydropower,30,2012,0.07
Hydropower,30,2013,0.14
Hydropower,30,2014,0.12
Hydropower,30,2015,0.11
Hydropower,30,2016,0.14
Hydropower,30,2017,0.4
Hydropower,30,2018,0.32
Hydropower,30,2019,0.34
Hydropower,30,2020,0.39
Hydropower,30,2021,0.39
Hydropower,30,2022,0.343
Hydropower,4,1965,0.272
Hydropower,4,1966,0.299
Hydropower,4,1967,0.238
